Index	Plasmid Number	Plasmid backbone	Plasmid Name	Insert Name	Gene Name	Notes
1046	UT380-156	Pf3a_Enz_Res_egfp	PRDM2.DBD.1	PRDM2.DBD.1	PRDM2	Deplancke Lab eGFP IVT
1047	UT380-157	Pf3a_Enz_Res_egfp	PRDM2.DBD.2	PRDM2.DBD.2	PRDM2	Deplancke Lab eGFP IVT
1048	UT380-158	Pf3a_Enz_Res_egfp	PRDM5.DBD	PRDM5.DBD	PRDM5	Deplancke Lab eGFP IVT
1049	UT380-159	Pf3a_Enz_Res_egfp	PRDM5.FL	PRDM5.FL	PRDM5	Deplancke Lab eGFP IVT
1050	UT380-160	Pf3a_Enz_Res_egfp	PRDM8.DBD	PRDM8.DBD	PRDM8	Deplancke Lab eGFP IVT
1051	UT380-161	Pf3a_Enz_Res_egfp	PRDM8.FL	PRDM8.FL	PRDM8	Deplancke Lab eGFP IVT
1052	UT380-162	Pf3a_Enz_Res_egfp	PREB.FL	PREB.FL	PREB	Deplancke Lab eGFP IVT
1053	UT380-163	Pf3a_Enz_Res_egfp	PRMT3.DBD	PRMT3.DBD	PRMT3	Deplancke Lab eGFP IVT
1054	UT380-164	Pf3a_Enz_Res_egfp	PRMT3.FL	PRMT3.FL	PRMT3	Deplancke Lab eGFP IVT
1055	UT380-165	Pf3a_Enz_Res_egfp	PURB.FL	PURB.FL	PURB	Deplancke Lab eGFP IVT
1056	UT380-166	Pf3a_Enz_Res_egfp	PURG.FL	PURG.FL	PURG	Deplancke Lab eGFP IVT
1057	UT380-167	Pf3a_Enz_Res_egfp	RAG1.DBD	RAG1.DBD	RAG1	Deplancke Lab eGFP IVT
1058	UT380-168	Pf3a_Enz_Res_egfp	RBCK1.FL	RBCK1.FL	RBCK1	Deplancke Lab eGFP IVT
1059	UT380-169	Pf3a_Enz_Res_egfp	RBSN.DBD	RBSN.DBD	RBSN	Deplancke Lab eGFP IVT
1060	UT380-170	Pf3a_Enz_Res_egfp	RBSN.FL	RBSN.FL	RBSN	Deplancke Lab eGFP IVT
1061	UT380-171	Pf3a_Enz_Res_egfp	REXO4.FL	REXO4.FL	REXO4	Deplancke Lab eGFP IVT
1062	UT380-172	Pf3a_Enz_Res_egfp	RFX5.FL	RFX5.FL	RFX5	Deplancke Lab eGFP IVT
1063	UT380-173	Pf3a_Enz_Res_egfp	RFX8.FL	RFX8.FL	RFX8	Deplancke Lab eGFP IVT
1064	UT380-174	Pf3a_Enz_Res_egfp	RLF.DBD.1	RLF.DBD.1	RLF	Deplancke Lab eGFP IVT
1065	UT380-175	Pf3a_Enz_Res_egfp	RLF.DBD.2	RLF.DBD.2	RLF	Deplancke Lab eGFP IVT
1066	UT380-176	Pf3a_Enz_Res_egfp	SAFB.DBD	SAFB.DBD	SAFB	Deplancke Lab eGFP IVT
1067	UT380-177	Pf3a_Enz_Res_egfp	SAFB.FL	SAFB.FL	SAFB	Deplancke Lab eGFP IVT
1069	UT380-178	Pf3a_Enz_Res_egfp	SAFB2.DBD	SAFB2.DBD	SAFB2	Deplancke Lab eGFP IVT
1070	UT380-179	Pf3a_Enz_Res_egfp	SAFB2.FL	SAFB2.FL	SAFB2	Deplancke Lab eGFP IVT
1071	UT380-180	Pf3a_Enz_Res_egfp	SALL3.DBD.1	SALL3.DBD.1	SALL3	Deplancke Lab eGFP IVT
1072	UT380-181	Pf3a_Enz_Res_egfp	SALL3.DBD.2	SALL3.DBD.2	SALL3	Deplancke Lab eGFP IVT
1073	UT380-182	Pf3a_Enz_Res_egfp	SCMH1.DBD	SCMH1.DBD	SCMH1	Deplancke Lab eGFP IVT
1074	UT380-183	Pf3a_Enz_Res_egfp	SCMH1.FL	SCMH1.FL	SCMH1	Deplancke Lab eGFP IVT
1075	UT380-184	Pf3a_Enz_Res_egfp	SCML4.FL	SCML4.FL	SCML4	Deplancke Lab eGFP IVT
1076	UT380-185	Pf3a_Enz_Res_egfp	SETBP1.DBD.1	SETBP1.DBD.1	SETBP1	Deplancke Lab eGFP IVT
1077	UT380-186	Pf3a_Enz_Res_egfp	SETBP1.DBD.2	SETBP1.DBD.2	SETBP1	Deplancke Lab eGFP IVT
1078	UT380-187	Pf3a_Enz_Res_egfp	SETBP1.DBD.3	SETBP1.DBD.3	SETBP1	Deplancke Lab eGFP IVT
1079	UT380-188	Pf3a_Enz_Res_egfp	SETDB2.DBD	SETDB2.DBD	SETDB2	Deplancke Lab eGFP IVT
1080	UT380-189	Pf3a_Enz_Res_egfp	SETDB2.FL	SETDB2.FL	SETDB2	Deplancke Lab eGFP IVT
1081	UT380-190	Pf3a_Enz_Res_egfp	SGSM2.DBD	SGSM2.DBD	SGSM2	Deplancke Lab eGFP IVT
1082	UT380-191	Pf3a_Enz_Res_egfp	SKI.FL	SKI.FL	SKI	Deplancke Lab eGFP IVT
1083	UT380-192	Pf3a_Enz_Res_egfp	SKIL.FL	SKIL.FL	SKIL	Deplancke Lab eGFP IVT
1084	UT380-193	Pf3a_Enz_Res_egfp	SLC2A4RG.FL	SLC2A4RG.FL	SLC2A4RG	Deplancke Lab eGFP IVT
1085	UT380-194	Pf3a_Enz_Res_egfp	SMYD3.FL	SMYD3.FL	SMYD3	Deplancke Lab eGFP IVT
1086	UT380-195	Pf3a_Enz_Res_egfp	SNAPC2.FL	SNAPC2.FL	SNAPC2	Deplancke Lab eGFP IVT
1087	UT380-196	Pf3a_Enz_Res_egfp	SNAPC5.FL	SNAPC5.FL	SNAPC5	Deplancke Lab eGFP IVT
1088	UT380-197	Pf3a_Enz_Res_egfp	SOHLH1.FL	SOHLH1.FL	SOHLH1	Deplancke Lab eGFP IVT
1089	UT380-198	Pf3a_Enz_Res_egfp	SP100.DBD	SP100.DBD	SP100	Deplancke Lab eGFP IVT
1090	UT380-199	Pf3a_Enz_Res_egfp	SP100.FL	SP100.FL	SP100	Deplancke Lab eGFP IVT
1091	UT380-200	Pf3a_Enz_Res_egfp	SP110.DBD	SP110.DBD	SP110	Deplancke Lab eGFP IVT
1092	UT380-201	Pf3a_Enz_Res_egfp	SP110.FL	SP110.FL	SP110	Deplancke Lab eGFP IVT
1093	UT380-202	Pf3a_Enz_Res_egfp	SP140.DBD	SP140.DBD	SP140	Deplancke Lab eGFP IVT
1094	UT380-203	Pf3a_Enz_Res_egfp	SP140.FL	SP140.FL	SP140	Deplancke Lab eGFP IVT
1095	UT380-204	Pf3a_Enz_Res_egfp	SP140L.DBD	SP140L.DBD	SP140L	Deplancke Lab eGFP IVT
1096	UT380-205	Pf3a_Enz_Res_egfp	SP140L.FL	SP140L.FL	SP140L	Deplancke Lab eGFP IVT
1097	UT380-206	Pf3a_Enz_Res_egfp	TBPL1.FL	TBPL1.FL	TBPL1	Deplancke Lab eGFP IVT
1098	UT380-208	Pf3a_Enz_Res_egfp	TERB1.DBD	TERB1.DBD	TERB1	Deplancke Lab eGFP IVT
1099	UT380-209	Pf3a_Enz_Res_egfp	TERB1.FL	TERB1.FL	TERB1	Deplancke Lab eGFP IVT
1100	UT380-210	Pf3a_Enz_Res_egfp	TERF1.FL	TERF1.FL	TERF1	Deplancke Lab eGFP IVT
1101	UT380-211	Pf3a_Enz_Res_egfp	TET2.DBDwLinker	TET2.DBDwLinker	TET2	Deplancke Lab eGFP IVT
1102	UT380-212	Pf3a_Enz_Res_egfp	TET3.DBD	TET3.DBD	TET3	Deplancke Lab eGFP IVT
1103	UT380-213	Pf3a_Enz_Res_egfp	THAP10.FL	THAP10.FL	THAP10	Deplancke Lab eGFP IVT
1104	UT380-214	Pf3a_Enz_Res_egfp	THAP11.FL	THAP11.FL	THAP11	Deplancke Lab eGFP IVT
1105	UT380-215	Pf3a_Enz_Res_egfp	THAP2.FL	THAP2.FL	THAP2	Deplancke Lab eGFP IVT
1106	UT380-216	Pf3a_Enz_Res_egfp	THAP4.DBD	THAP4.DBD	THAP4	Deplancke Lab eGFP IVT
1107	UT380-217	Pf3a_Enz_Res_egfp	THAP4.FL	THAP4.FL	THAP4	Deplancke Lab eGFP IVT
1108	UT380-218	Pf3a_Enz_Res_egfp	THAP5.FL	THAP5.FL	THAP5	Deplancke Lab eGFP IVT
1109	UT380-219	Pf3a_Enz_Res_egfp	THAP6.FL	THAP6.FL	THAP6	Deplancke Lab eGFP IVT
1110	UT380-220	Pf3a_Enz_Res_egfp	THAP7.FL	THAP7.FL	THAP7	Deplancke Lab eGFP IVT
1111	UT380-221	Pf3a_Enz_Res_egfp	THAP8.FL	THAP8.FL	THAP8	Deplancke Lab eGFP IVT
1112	UT380-222	Pf3a_Enz_Res_egfp	THAP9.DBD	THAP9.DBD	THAP9	Deplancke Lab eGFP IVT
1113	UT380-223	Pf3a_Enz_Res_egfp	THAP9.FL	THAP9.FL	THAP9	Deplancke Lab eGFP IVT
1114	UT380-224	Pf3a_Enz_Res_egfp	THYN1.FL	THYN1.FL	THYN1	Deplancke Lab eGFP IVT
1115	UT380-225	Pf3a_Enz_Res_egfp	TIGD3.FL	TIGD3.FL	TIGD3	Deplancke Lab eGFP IVT
1116	UT380-226	Pf3a_Enz_Res_egfp	TIGD4.DBD	TIGD4.DBD	TIGD4	Deplancke Lab eGFP IVT
1117	UT380-227	Pf3a_Enz_Res_egfp	TIGD4.FL	TIGD4.FL	TIGD4	Deplancke Lab eGFP IVT
1118	UT380-228	Pf3a_Enz_Res_egfp	TIGD5.DBD	TIGD5.DBD	TIGD5	Deplancke Lab eGFP IVT
1119	UT380-229	Pf3a_Enz_Res_egfp	TIGD5.FL	TIGD5.FL	TIGD5	Deplancke Lab eGFP IVT
1120	UT380-230	Pf3a_Enz_Res_egfp	TIGD7.DBD	TIGD7.DBD	TIGD7	Deplancke Lab eGFP IVT
1121	UT380-231	Pf3a_Enz_Res_egfp	TIGD7.FL	TIGD7.FL	TIGD7	Deplancke Lab eGFP IVT
1122	UT380-232	Pf3a_Enz_Res_egfp	TMF1.DBD	TMF1.DBD	TMF1	Deplancke Lab eGFP IVT
1123	UT380-233	Pf3a_Enz_Res_egfp	TPRX1.DBD	TPRX1.DBD	TPRX1	Deplancke Lab eGFP IVT
1124	UT380-234	Pf3a_Enz_Res_egfp	TPRX1.FL	TPRX1.FL	TPRX1	Deplancke Lab eGFP IVT
1125	UT380-235	Pf3a_Enz_Res_egfp	TRAFD1.DBD	TRAFD1.DBD	TRAFD1	Deplancke Lab eGFP IVT
1126	UT380-236	Pf3a_Enz_Res_egfp	TRAFD1.FL	TRAFD1.FL	TRAFD1	Deplancke Lab eGFP IVT
1127	UT380-237	Pf3a_Enz_Res_egfp	TSHZ2.DBD.1	TSHZ2.DBD.1	TSHZ2	Deplancke Lab eGFP IVT
1128	UT380-238	Pf3a_Enz_Res_egfp	TSHZ2.DBD.2	TSHZ2.DBD.2	TSHZ2	Deplancke Lab eGFP IVT
1129	UT380-239	Pf3a_Enz_Res_egfp	TTF1.DBD	TTF1.DBD	TTF1	Deplancke Lab eGFP IVT
1130	UT380-240	Pf3a_Enz_Res_egfp	TTF1.FL	TTF1.FL	TTF1	Deplancke Lab eGFP IVT
1131	UT380-241	Pf3a_Enz_Res_egfp	USF3.DBD	USF3.DBD	USF3	Deplancke Lab eGFP IVT
1132	UT380-242	Pf3a_Enz_Res_egfp	ZBED2.FL	ZBED2.FL	ZBED2	Deplancke Lab eGFP IVT
1133	UT380-243	Pf3a_Enz_Res_egfp	ZBED3.FL	ZBED3.FL	ZBED3	Deplancke Lab eGFP IVT
1134	UT380-244	Pf3a_Enz_Res_egfp	ZBED4.DBD	ZBED4.DBD	ZBED4	Deplancke Lab eGFP IVT
1135	UT380-245	Pf3a_Enz_Res_egfp	ZBED5.DBD	ZBED5.DBD	ZBED5	Deplancke Lab eGFP IVT
1136	UT380-246	Pf3a_Enz_Res_egfp	ZBED5.FL	ZBED5.FL	ZBED5	Deplancke Lab eGFP IVT
1137	UT380-247	Pf3a_Enz_Res_egfp	ZBED9.DBD	ZBED9.DBD	ZBED9	Deplancke Lab eGFP IVT
1138	UT380-248	Pf3a_Enz_Res_egfp	ZBTB24.FL	ZBTB24.FL	ZBTB24	Deplancke Lab eGFP IVT
1139	UT380-249	Pf3a_Enz_Res_egfp	ZBTB40.DBD	ZBTB40.DBD	ZBTB40	Deplancke Lab eGFP IVT
1140	UT380-250	Pf3a_Enz_Res_egfp	ZBTB41.DBD	ZBTB41.DBD	ZBTB41	Deplancke Lab eGFP IVT
1141	UT380-251	Pf3a_Enz_Res_egfp	ZBTB41.FL	ZBTB41.FL	ZBTB41	Deplancke Lab eGFP IVT
1142	UT380-252	Pf3a_Enz_Res_egfp	ZBTB46.DBD	ZBTB46.DBD	ZBTB46	Deplancke Lab eGFP IVT
1143	UT380-253	Pf3a_Enz_Res_egfp	ZBTB46.FL	ZBTB46.FL	ZBTB46	Deplancke Lab eGFP IVT
1144	UT380-254	Pf3a_Enz_Res_egfp	ZBTB47.DBD	ZBTB47.DBD	ZBTB47	Deplancke Lab eGFP IVT
1145	UT380-255	Pf3a_Enz_Res_egfp	ZBTB47.FL	ZBTB47.FL	ZBTB47	Deplancke Lab eGFP IVT
1146	UT380-256	Pf3a_Enz_Res_egfp	ZBTB5.DBD	ZBTB5.DBD	ZBTB5	Deplancke Lab eGFP IVT
1147	UT380-257	Pf3a_Enz_Res_egfp	ZBTB5.FL	ZBTB5.FL	ZBTB5	Deplancke Lab eGFP IVT
1148	UT380-258	Pf3a_Enz_Res_egfp	ZBTB8A.FL	ZBTB8A.FL	ZBTB8A	Deplancke Lab eGFP IVT
1149	UT380-259	Pf3a_Enz_Res_egfp	ZBTB8B.FL	ZBTB8B.FL	ZBTB8B	Deplancke Lab eGFP IVT
1150	UT380-260	Pf3a_Enz_Res_egfp	ZC3H8.FL	ZC3H8.FL	ZC3H8	Deplancke Lab eGFP IVT
1151	UT380-262	Pf3a_Enz_Res_egfp	ZFAT.DBD.1	ZFAT.DBD.1	ZFAT	Deplancke Lab eGFP IVT
1152	UT380-263	Pf3a_Enz_Res_egfp	ZFAT.DBD.2	ZFAT.DBD.2	ZFAT	Deplancke Lab eGFP IVT
1153	UT380-264	Pf3a_Enz_Res_egfp	ZFP91.DBD	ZFP91.DBD	ZFP91	Deplancke Lab eGFP IVT
1154	UT380-265	Pf3a_Enz_Res_egfp	ZFP91.FL	ZFP91.FL	ZFP91	Deplancke Lab eGFP IVT
1155	UT380-266	Pf3a_Enz_Res_egfp	ZFPM1.DBD.1	ZFPM1.DBD.1	ZFPM1	Deplancke Lab eGFP IVT
1156	UT380-267	Pf3a_Enz_Res_egfp	ZFPM1.DBD.2	ZFPM1.DBD.2	ZFPM1	Deplancke Lab eGFP IVT
1157	UT380-268	Pf3a_Enz_Res_egfp	ZFPM2.DBD	ZFPM2.DBD	ZFPM2	Deplancke Lab eGFP IVT
1158	UT380-269	Pf3a_Enz_Res_egfp	ZGLP1.FL	ZGLP1.FL	ZGLP1	Deplancke Lab eGFP IVT
1159	UT380-271	Pf3a_Enz_Res_egfp	ZGPAT.DBD	ZGPAT.DBD	ZGPAT	Deplancke Lab eGFP IVT
1160	UT380-272	Pf3a_Enz_Res_egfp	ZGPAT.FL	ZGPAT.FL	ZGPAT	Deplancke Lab eGFP IVT
1161	UT380-273	Pf3a_Enz_Res_egfp	ZHX2.DBD.1	ZHX2.DBD.1	ZHX2	Deplancke Lab eGFP IVT
1162	UT380-274	Pf3a_Enz_Res_egfp	ZHX2.DBD.2	ZHX2.DBD.2	ZHX2	Deplancke Lab eGFP IVT
1163	UT380-275	Pf3a_Enz_Res_egfp	ZHX2.FL	ZHX2.FL	ZHX2	Deplancke Lab eGFP IVT
1164	UT380-276	Pf3a_Enz_Res_egfp	ZHX3.DBD.1	ZHX3.DBD.1	ZHX3	Deplancke Lab eGFP IVT
1165	UT380-277	Pf3a_Enz_Res_egfp	ZHX3.DBD.2	ZHX3.DBD.2	ZHX3	Deplancke Lab eGFP IVT
1166	UT380-278	Pf3a_Enz_Res_egfp	ZHX3.FL	ZHX3.FL	ZHX3	Deplancke Lab eGFP IVT
1167	UT380-279	Pf3a_Enz_Res_egfp	ZKSCAN4.DBD	ZKSCAN4.DBD	ZKSCAN4	Deplancke Lab eGFP IVT
1168	UT380-280	Pf3a_Enz_Res_egfp	ZKSCAN4.FL	ZKSCAN4.FL	ZKSCAN4	Deplancke Lab eGFP IVT
1169	UT380-281	Pf3a_Enz_Res_egfp	ZMAT1.DBD	ZMAT1.DBD	ZMAT1	Deplancke Lab eGFP IVT
1170	UT380-282	Pf3a_Enz_Res_egfp	ZMAT1.FL	ZMAT1.FL	ZMAT1	Deplancke Lab eGFP IVT
1171	UT380-283	Pf3a_Enz_Res_egfp	ZMAT4.FL	ZMAT4.FL	ZMAT4	Deplancke Lab eGFP IVT
1172	UT380-284	Pf3a_Enz_Res_egfp	ZNF107.DBD.1	ZNF107.DBD.1	ZNF107	Deplancke Lab eGFP IVT
1173	UT380-285	Pf3a_Enz_Res_egfp	ZNF107.DBD.2	ZNF107.DBD.2	ZNF107	Deplancke Lab eGFP IVT
1174	UT380-286	Pf3a_Enz_Res_egfp	ZNF107.FL	ZNF107.FL	ZNF107	Deplancke Lab eGFP IVT
1175	UT380-287	Pf3a_Enz_Res_egfp	ZNF131.DBD	ZNF131.DBD	ZNF131	Deplancke Lab eGFP IVT
1176	UT380-288	Pf3a_Enz_Res_egfp	ZNF131.FL	ZNF131.FL	ZNF131	Deplancke Lab eGFP IVT
1177	UT380-289	Pf3a_Enz_Res_egfp	ZNF14.FL	ZNF14.FL	ZNF14	Deplancke Lab eGFP IVT
1178	UT380-290	Pf3a_Enz_Res_egfp	ZNF142.DBD.1	ZNF142.DBD.1	ZNF142	Deplancke Lab eGFP IVT
1179	UT380-291	Pf3a_Enz_Res_egfp	ZNF142.DBD.2	ZNF142.DBD.2	ZNF142	Deplancke Lab eGFP IVT
1180	UT380-292	Pf3a_Enz_Res_egfp	ZNF160.DBD	ZNF160.DBD	ZNF160	Deplancke Lab eGFP IVT
1181	UT380-293	Pf3a_Enz_Res_egfp	ZNF160.FL	ZNF160.FL	ZNF160	Deplancke Lab eGFP IVT
1182	UT380-294	Pf3a_Enz_Res_egfp	ZNF20.FL	ZNF20.FL	ZNF20	Deplancke Lab eGFP IVT
1183	UT380-295	Pf3a_Enz_Res_egfp	ZNF207.FL	ZNF207.FL	ZNF207	Deplancke Lab eGFP IVT
1184	UT380-296	Pf3a_Enz_Res_egfp	ZNF208.DBD.1	ZNF208.DBD.1	ZNF208	Deplancke Lab eGFP IVT
1185	UT380-297	Pf3a_Enz_Res_egfp	ZNF208.DBD.2	ZNF208.DBD.2	ZNF208	Deplancke Lab eGFP IVT
1186	UT380-298	Pf3a_Enz_Res_egfp	ZNF208.DBD.3	ZNF208.DBD.3	ZNF208	Deplancke Lab eGFP IVT
1187	UT380-299	Pf3a_Enz_Res_egfp	ZNF215.DBD	ZNF215.DBD	ZNF215	Deplancke Lab eGFP IVT
1188	UT380-300	Pf3a_Enz_Res_egfp	ZNF215.FL	ZNF215.FL	ZNF215	Deplancke Lab eGFP IVT
1189	UT380-301	Pf3a_Enz_Res_egfp	ZNF226.DBD	ZNF226.DBD	ZNF226	Deplancke Lab eGFP IVT
1190	UT380-302	Pf3a_Enz_Res_egfp	ZNF226.FL	ZNF226.FL	ZNF226	Deplancke Lab eGFP IVT
1191	UT380-303	Pf3a_Enz_Res_egfp	ZNF229.DBD	ZNF229.DBD	ZNF229	Deplancke Lab eGFP IVT
1192	UT380-304	Pf3a_Enz_Res_egfp	ZNF229.FL	ZNF229.FL	ZNF229	Deplancke Lab eGFP IVT
1193	UT380-305	Pf3a_Enz_Res_egfp	ZNF230.FL	ZNF230.FL	ZNF230	Deplancke Lab eGFP IVT
1194	UT380-306	Pf3a_Enz_Res_egfp	ZNF233.DBD	ZNF233.DBD	ZNF233	Deplancke Lab eGFP IVT
1195	UT380-307	Pf3a_Enz_Res_egfp	ZNF233.FL	ZNF233.FL	ZNF233	Deplancke Lab eGFP IVT
1196	UT380-308	Pf3a_Enz_Res_egfp	ZNF234.FL	ZNF234.FL	ZNF234	Deplancke Lab eGFP IVT
1197	UT380-309	Pf3a_Enz_Res_egfp	ZNF251.DBD	ZNF251.DBD	ZNF251	Deplancke Lab eGFP IVT
1198	UT380-310	Pf3a_Enz_Res_egfp	ZNF251.FL	ZNF251.FL	ZNF251	Deplancke Lab eGFP IVT
1199	UT380-311	Pf3a_Enz_Res_egfp	ZNF275.FL	ZNF275.FL	ZNF275	Deplancke Lab eGFP IVT
1200	UT380-312	Pf3a_Enz_Res_egfp	ZNF280B.DBD	ZNF280B.DBD	ZNF280B	Deplancke Lab eGFP IVT
1201	UT380-313	Pf3a_Enz_Res_egfp	ZNF280B.FL	ZNF280B.FL	ZNF280B	Deplancke Lab eGFP IVT
1202	UT380-314	Pf3a_Enz_Res_egfp	ZNF280D.DBD	ZNF280D.DBD	ZNF280D	Deplancke Lab eGFP IVT
1203	UT380-315	Pf3a_Enz_Res_egfp	ZNF280D.FL	ZNF280D.FL	ZNF280D	Deplancke Lab eGFP IVT
1204	UT380-316	Pf3a_Enz_Res_egfp	ZNF286B.DBD	ZNF286B.DBD	ZNF286B	Deplancke Lab eGFP IVT
1205	UT380-317	Pf3a_Enz_Res_egfp	ZNF286B.FL	ZNF286B.FL	ZNF286B	Deplancke Lab eGFP IVT
1206	UT380-318	Pf3a_Enz_Res_egfp	ZNF292.DBD.1	ZNF292.DBD.1	ZNF292	Deplancke Lab eGFP IVT
1207	UT380-319	Pf3a_Enz_Res_egfp	ZNF292.DBD.2	ZNF292.DBD.2	ZNF292	Deplancke Lab eGFP IVT
1208	UT380-320	Pf3a_Enz_Res_egfp	ZNF318.DBD	ZNF318.DBD	ZNF318	Deplancke Lab eGFP IVT
1209	UT380-321	Pf3a_Enz_Res_egfp	ZNF326.DBD	ZNF326.DBD	ZNF326	Deplancke Lab eGFP IVT
1210	UT380-322	Pf3a_Enz_Res_egfp	ZNF326.FL	ZNF326.FL	ZNF326	Deplancke Lab eGFP IVT
1211	UT380-324	Pf3a_Enz_Res_egfp	ZNF335.DBD.1	ZNF335.DBD.1	ZNF335	Deplancke Lab eGFP IVT
1212	UT380-325	Pf3a_Enz_Res_egfp	ZNF335.DBD.2	ZNF335.DBD.2	ZNF335	Deplancke Lab eGFP IVT
1213	UT380-327	Pf3a_Enz_Res_egfp	ZNF347.DBD	ZNF347.DBD	ZNF347	Deplancke Lab eGFP IVT
1214	UT380-328	Pf3a_Enz_Res_egfp	ZNF347.FL	ZNF347.FL	ZNF347	Deplancke Lab eGFP IVT
1215	UT380-329	Pf3a_Enz_Res_egfp	ZNF358.DBD	ZNF358.DBD	ZNF358	Deplancke Lab eGFP IVT
1216	UT380-330	Pf3a_Enz_Res_egfp	ZNF358.FL	ZNF358.FL	ZNF358	Deplancke Lab eGFP IVT
1217	UT380-331	Pf3a_Enz_Res_egfp	ZNF362.FL	ZNF362.FL	ZNF362	Deplancke Lab eGFP IVT
1218	UT380-332	Pf3a_Enz_Res_egfp	ZNF365.FL	ZNF365.FL	ZNF365	Deplancke Lab eGFP IVT
1219	UT380-333	Pf3a_Enz_Res_egfp	ZNF367.FL	ZNF367.FL	ZNF367	Deplancke Lab eGFP IVT
1221	UT380-334	Pf3a_Enz_Res_egfp	ZNF385A.FL	ZNF385A.FL	ZNF385A	Deplancke Lab eGFP IVT
1222	UT380-335	Pf3a_Enz_Res_egfp	ZNF385B.FL	ZNF385B.FL	ZNF385B	Deplancke Lab eGFP IVT
1223	UT380-336	Pf3a_Enz_Res_egfp	ZNF385C.FL	ZNF385C.FL	ZNF385C	Deplancke Lab eGFP IVT
1224	UT380-337	Pf3a_Enz_Res_egfp	ZNF395.DBD	ZNF395.DBD	ZNF395	Deplancke Lab eGFP IVT
1225	UT380-338	Pf3a_Enz_Res_egfp	ZNF395.FL	ZNF395.FL	ZNF395	Deplancke Lab eGFP IVT
1226	UT380-340	Pf3a_Enz_Res_egfp	ZNF407.DBD	ZNF407.DBD	ZNF407	Deplancke Lab eGFP IVT
1227	UT380-341	Pf3a_Enz_Res_egfp	ZNF428.FL	ZNF428.FL	ZNF428	Deplancke Lab eGFP IVT
1228	UT380-342	Pf3a_Enz_Res_egfp	ZNF43.DBD.1	ZNF43.DBD.1	ZNF43	Deplancke Lab eGFP IVT
1229	UT380-343	Pf3a_Enz_Res_egfp	ZNF43.DBD.2	ZNF43.DBD.2	ZNF43	Deplancke Lab eGFP IVT
1230	UT380-344	Pf3a_Enz_Res_egfp	ZNF43.FL	ZNF43.FL	ZNF43	Deplancke Lab eGFP IVT
1231	UT380-345	Pf3a_Enz_Res_egfp	ZNF446.FL	ZNF446.FL	ZNF446	Deplancke Lab eGFP IVT
1232	UT380-346	Pf3a_Enz_Res_egfp	ZNF469.DBD	ZNF469.DBD	ZNF469	Deplancke Lab eGFP IVT
1233	UT380-347	Pf3a_Enz_Res_egfp	ZNF470.DBD	ZNF470.DBD	ZNF470	Deplancke Lab eGFP IVT
1234	UT380-348	Pf3a_Enz_Res_egfp	ZNF470.FL	ZNF470.FL	ZNF470	Deplancke Lab eGFP IVT
1235	UT380-349	Pf3a_Enz_Res_egfp	ZNF471.DBD	ZNF471.DBD	ZNF471	Deplancke Lab eGFP IVT
1236	UT380-350	Pf3a_Enz_Res_egfp	ZNF471.FL	ZNF471.FL	ZNF471	Deplancke Lab eGFP IVT
1237	UT380-351	Pf3a_Enz_Res_egfp	ZNF474.FL	ZNF474.FL	ZNF474	Deplancke Lab eGFP IVT
1238	UT380-352	Pf3a_Enz_Res_egfp	ZNF48.FL	ZNF48.FL	ZNF48	Deplancke Lab eGFP IVT
1239	UT380-353	Pf3a_Enz_Res_egfp	ZNF493.DBD.1	ZNF493.DBD.1	ZNF493	Deplancke Lab eGFP IVT
1240	UT380-354	Pf3a_Enz_Res_egfp	ZNF493.DBD.2	ZNF493.DBD.2	ZNF493	Deplancke Lab eGFP IVT
1241	UT380-355	Pf3a_Enz_Res_egfp	ZNF493.FL	ZNF493.FL	ZNF493	Deplancke Lab eGFP IVT
1242	UT380-356	Pf3a_Enz_Res_egfp	ZNF497.FL	ZNF497.FL	ZNF497	Deplancke Lab eGFP IVT
1243	UT380-357	Pf3a_Enz_Res_egfp	ZNF500.FL	ZNF500.FL	ZNF500	Deplancke Lab eGFP IVT
1244	UT380-358	Pf3a_Enz_Res_egfp	ZNF503.DBD	ZNF503.DBD	ZNF503	Deplancke Lab eGFP IVT
1245	UT380-359	Pf3a_Enz_Res_egfp	ZNF503.FL	ZNF503.FL	ZNF503	Deplancke Lab eGFP IVT
1246	UT380-360	Pf3a_Enz_Res_egfp	ZNF507.DBD.1	ZNF507.DBD.1	ZNF507	Deplancke Lab eGFP IVT
1247	UT380-361	Pf3a_Enz_Res_egfp	ZNF507.DBD.2	ZNF507.DBD.2	ZNF507	Deplancke Lab eGFP IVT
1248	UT380-362	Pf3a_Enz_Res_egfp	ZNF507.FL	ZNF507.FL	ZNF507	Deplancke Lab eGFP IVT
1249	UT380-363	Pf3a_Enz_Res_egfp	ZNF510.DBD	ZNF510.DBD	ZNF510	Deplancke Lab eGFP IVT
1250	UT380-364	Pf3a_Enz_Res_egfp	ZNF510.FL	ZNF510.FL	ZNF510	Deplancke Lab eGFP IVT
1251	UT380-365	Pf3a_Enz_Res_egfp	ZNF516.DBD	ZNF516.DBD	ZNF516	Deplancke Lab eGFP IVT
1252	UT380-366	Pf3a_Enz_Res_egfp	ZNF518B.DBD	ZNF518B.DBD	ZNF518B	Deplancke Lab eGFP IVT
1253	UT380-367	Pf3a_Enz_Res_egfp	ZNF526.DBD.1	ZNF526.DBD.1	ZNF526	Deplancke Lab eGFP IVT
