num	tf	experiment_type	dataset	final_verdict
138	SLC2A4RG	AFS-GFPIVT	YWP_B_AffSeq_D7_SLC2A4RG-FL	good
809	SMYD3	PBM	PBM13770	bad
814	SMYD3	SMS	UT380-194-2	bad
808	SMYD3	PBM	PBM13754	bad
810	SMYD3	PBM	PBM13960	bad
811	SMYD3	PBM	PBM14309	bad
812	SMYD3	PBM	PBM14325	bad
813	SMYD3	SMS	UT380-194	bad
806	SMYD3	HTS-IVT	YWC_B_CC40NTGAGTA	bad
807	SMYD3	HTS-LYS	YWD_A_TA40NTTTGCG	bad
804	SMYD3	AFS-LYS	YWD_B_AffSeq_G04_SMYD3	bad
805	SMYD3	HTS-GFPIVT	YWP_A_AT40NCGGGTT	bad
803	SMYD3	AFS-GFPIVT	YWP_B_AffSeq_B11_SMYD3-FL	bad
501	SNAI1	CHS	SI0140	bad
505	SNAI1	HTS-LYS	AAT_A_AC40NGCTGCT	bad
500	SNAI1	AFS-LYS	AATA_AffSeq_A5_SNAI1	bad
504	SNAI1	HTS-IVT	AATB_A_AG40NTCGACT	good
499	SNAI1	AFS-IVT	AATBA_AffSeq_B9_SNAI1	good
502	SNAI1	CHS	SI0141	bad
503	SNAI1	CHS	SI0375	bad
3966	SNAPC2	CHS	THC_0271	bad
3968	SNAPC2	HTS-IVT	YWJ_A_GC40NTCTCTT	bad
3971	SNAPC2	PBM	PBM13755	bad
3972	SNAPC2	PBM	PBM13771	bad
3973	SNAPC2	SMS	UT380-195	bad
3969	SNAPC2	HTS-LYS	YWN_A_AT40NCCTTGG	bad
3964	SNAPC2	AFS-LYS	YWN_B_AffSeq_B12_SNAPC2-FL	bad
3970	SNAPC2	HTS-LYS	YWO_A_AT40NCCTTGG	bad
3965	SNAPC2	AFS-LYS	YWO_B_AffSeq_B12_SNAPC2-FL	bad
3967	SNAPC2	HTS-GFPIVT	YWP_A_TC40NTTCCGG	bad
3963	SNAPC2	AFS-GFPIVT	YWP_B_AffSeq_G9_SNAPC2-FL	bad
1920	SNAPC5	PBM	PBM13341	bad
1921	SNAPC5	PBM	PBM13357	bad
1922	SNAPC5	SMS	UT380-196	bad
1919	SNAPC5	HTS-LYS	YWD_A_CA40NAGCGTA	bad
1916	SNAPC5	AFS-LYS	YWD_B_AffSeq_C03_SNAPC5	bad
1918	SNAPC5	HTS-IVT	YWJ_A_GT40NTGTGGA	bad
1917	SNAPC5	HTS-GFPIVT	YWP_A_CC40NTTGTTA	bad
2882	SOHLH1	HTS-IVT	YWE_A_AG40NTCGACT	bad
2883	SOHLH1	HTS-IVT	YWH_A_CG40NACGGTT	bad
2885	SOHLH1	PBM	PBM13830	bad
2886	SOHLH1	PBM	PBM13831	bad
2887	SOHLH1	PBM	PBM13846	bad
2888	SOHLH1	PBM	PBM13847	bad
2889	SOHLH1	SMS	UT380-197	bad
2884	SOHLH1	HTS-LYS	YWL_A_GA40NCTGATT	bad
2880	SOHLH1	AFS-LYS	YWL_B_AffSeq_E1_SOHLH1	bad
2881	SOHLH1	HTS-GFPIVT	YWP_A_CT40NTACGTT	bad
2879	SOHLH1	AFS-GFPIVT	YWP_B_AffSeq_D11_SOHLH1-FL	bad
3335	SON	HTS-LYS	YWK_A_CT40NGCGCTA	bad
3334	SON	AFS-LYS	YWK_B_AffSeq_D7_SON	bad
3336	SON	HTS-LYS	YWK_C_CT40NGCGCTA	bad
2901	SOX15	AFS-LYS	YWN_B_AffSeq_A3_SOX15	bad
2910	SOX15	PBM	PBM14303	good
2911	SOX15	PBM	PBM14319	good
2903	SOX15	CHS	THC_0522	good
2904	SOX15	CHS	THC_0618	good
2905	SOX15	HTS-IVT	YWE_A_GC40NCACTTC	good
2898	SOX15	AFS-IVT	YWE_B_AffSeq_E11_SOX15	bad
2906	SOX15	HTS-LYS	YWK_A_CT40NCTACTT	good
2899	SOX15	AFS-LYS	YWK_B_AffSeq_D9_SOX15	good
2907	SOX15	HTS-LYS	YWK_C_CT40NCTACTT	good
2900	SOX15	AFS-LYS	YWK_D_AffSeq_D9_SOX15	good
2908	SOX15	HTS-LYS	YWN_A_AA40NAGTGGT	good
2909	SOX15	HTS-LYS	YWO_A_AA40NAGTGGT	good
2902	SOX15	AFS-LYS	YWO_B_AffSeq_A3_SOX15	good
1856	SOX2	PBM	PBM14362	good
1857	SOX2	PBM	PBM14378	good
1858	SOX2	SMS	SRR3405086	good
1849	SOX2	CHS	THC_0714	good
1850	SOX2	CHS	THC_0810	good
1851	SOX2	HTS-IVT	YWE_A_GT40NGCGTGT	good
1844	SOX2	AFS-IVT	YWE_B_AffSeq_F11_SOX2	good
1852	SOX2	HTS-IVT	YWH_A_GT40NGCGTGT	good
1845	SOX2	AFS-IVT	YWH_B_AffSeq_F11_SOX2	good
1853	SOX2	HTS-LYS	YWL_A_TA40NGAGGGT	good
1846	SOX2	AFS-LYS	YWL_B_AffSeq_G5_SOX2	good
1854	SOX2	HTS-LYS	YWN_A_CA40NTGCCGT	good
1847	SOX2	AFS-LYS	YWN_B_AffSeq_C2_SOX2	good
1855	SOX2	HTS-LYS	YWO_A_CA40NTGCCGT	good
1848	SOX2	AFS-LYS	YWO_B_AffSeq_C2_SOX2	good
1881	SOX5	PBM	PBM14434	good
1882	SOX5	PBM	PBM14450	good
1883	SOX5	SMS	SRR3405087	good
1880	SOX5	HTS-IVT	YWF_A_TC40NTAAGTG	good
2384	SP100	PBM	PBM13956	bad
2378	SP100	HTS-GFPIVT	YWQ_A_CA40NTGCCGT	bad
2382	SP100	PBM	PBM13760	bad
2383	SP100	PBM	PBM13776	bad
2385	SP100	PBM	PBM13972	bad
2375	SP100	CHS	THC_0713	good
2376	SP100	CHS	THC_0809	good
2386	SP100	SMS	UT380-198	bad
2387	SP100	SMS	UT380-198-2	good
2379	SP100	HTS-IVT	YWJ_A_AC40NGTTCGA	bad
2380	SP100	HTS-LYS	YWN_A_GC40NTCTCTT	bad
2373	SP100	AFS-LYS	YWN_B_AffSeq_E7_SP100-FL	bad
2381	SP100	HTS-LYS	YWO_A_GC40NTCTCTT	bad
2374	SP100	AFS-LYS	YWO_B_AffSeq_E7_SP100-FL	bad
2377	SP100	HTS-GFPIVT	YWP_A_CT40NTTGCGC	good
2371	SP100	AFS-GFPIVT	YWP_B_AffSeq_D6_SP100-DBD	good
2372	SP100	AFS-GFPIVT	YWQ_B_AffSeq_C2_SP100-FL	bad
1507	SP110	SMS	UT380-201	bad
1497	SP110	AFS-LYS	YWN_B_AffSeq_A10_SP110	bad
1498	SP110	AFS-LYS	YWO_B_AffSeq_A10_SP110	bad
1499	SP110	HTS-GFPIVT	YWP_A_CG40NTCTTGA	bad
1500	SP110	HTS-GFPIVT	YWP_A_GC40NCTTGTA	bad
1495	SP110	AFS-GFPIVT	YWP_B_AffSeq_D3_SP110-FL	bad
1496	SP110	AFS-GFPIVT	YWP_B_AffSeq_E8_SP110-DBD	bad
1506	SP110	SMS	UT380-200	bad
1502	SP110	HTS-LYS	YWN_A_AC40NGATGTT	bad
1503	SP110	HTS-LYS	YWO_A_AC40NGATGTT	bad
1504	SP110	PBM	PBM13761	bad
1505	SP110	PBM	PBM13777	bad
1501	SP110	HTS-IVT	YWJ_A_AT40NTCCCGA	bad
394	SP140	CHS	THC_0185	bad
405	SP140	SMS	UT380-202	bad
398	SP140	HTS-IVT	YWC_B_GC40NTCTCTT	bad
399	SP140	HTS-LYS	YWN_A_GA40NTGTATC	bad
400	SP140	HTS-LYS	YWO_A_GA40NTGTATC	bad
391	SP140	AFS-GFPIVT	YWQ_B_AffSeq_G12_SP140-FL	bad
401	SP140	PBM	PBM13762	good
402	SP140	PBM	PBM13778	good
403	SP140	PBM	PBM13957	good
404	SP140	PBM	PBM13973	good
395	SP140	CHS	THC_0193	good
406	SP140	SMS	UT380-202-2	good
393	SP140	AFS-LYS	YWO_B_AffSeq_D12_SP140-FL	bad
396	SP140	HTS-GFPIVT	YWQ_A_TA40NTCACTC	good
397	SP140	HTS-GFPIVT	YWQ_A_TC40NTAAGTG	good
392	SP140	AFS-GFPIVT	YWQ_B_AffSeq_G2_SP140-DBD	good
2172	SP140L	PBM	PBM13904	bad
2167	SP140L	HTS-LYS	YWN_A_GT40NTTGGTG	good
2168	SP140L	HTS-LYS	YWO_A_GT40NTTGGTG	good
2158	SP140L	AFS-GFPIVT	YWP_B_AffSeq_H5_SP140L-FL	good
2169	SP140L	PBM	PBM13763	good
2170	SP140L	PBM	PBM13779	good
2171	SP140L	PBM	PBM13888	bad
2161	SP140L	CHS	THC_0072	good
2162	SP140L	CHS	THC_0090	good
2173	SP140L	SMS	UT380-204	bad
2174	SP140L	SMS	UT380-204-2	good
2165	SP140L	HTS-IVT	YWC_B_GT40NTGTGGA	good
2166	SP140L	HTS-IVT	YWJ_A_CC40NCCAATA	good
2159	SP140L	AFS-LYS	YWN_B_AffSeq_F9_SP140L	bad
2160	SP140L	AFS-LYS	YWO_B_AffSeq_F9_SP140L	bad
2163	SP140L	HTS-GFPIVT	YWP_A_GT40NGTTCTC	good
2164	SP140L	HTS-GFPIVT	YWP_A_TG40NGACCTT	good
2157	SP140L	AFS-GFPIVT	YWP_B_AffSeq_F6_SP140L-DBD	good
1298	SRY	AFS-LYS	YWL_B_AffSeq_C8_SRY	bad
1300	SRY	AFS-LYS	YWO_B_AffSeq_A8_SRY	bad
1308	SRY	PBM	PBM14302	good
1309	SRY	PBM	PBM14318	good
1310	SRY	SMS	SRR3405090	good
1311	SRY	SMS	SRR3405091	good
1301	SRY	CHS	THC_0529	good
1302	SRY	CHS	THC_0625	good
1303	SRY	HTS-IVT	YWF_A_CT40NTACGTT	good
1296	SRY	AFS-IVT	YWF_B_AffSeq_D11_SRY	good
1304	SRY	HTS-IVT	YWI_A_CT40NTACGTT	good
1297	SRY	AFS-IVT	YWI_B_AffSeq_D11_SRY	good
1305	SRY	HTS-LYS	YWL_A_CC40NCCAATA	good
1306	SRY	HTS-LYS	YWN_A_AC40NGTTCGA	good
1299	SRY	AFS-LYS	YWN_B_AffSeq_A8_SRY	bad
1307	SRY	HTS-LYS	YWO_A_AC40NGTTCGA	good
108	TBPL1	CHS	THC_0150	bad
109	TBPL1	CHS	THC_0170	bad
114	TBPL1	PBM	PBM13889	bad
115	TBPL1	PBM	PBM13905	bad
111	TBPL1	HTS-IVT	YWE_A_AT40NAGCCTC	bad
112	TBPL1	HTS-LYS	YWN_A_AT40NTCTGTC	bad
106	TBPL1	AFS-LYS	YWN_B_AffSeq_B10_TBPL1	bad
113	TBPL1	HTS-LYS	YWO_A_AT40NTCTGTC	bad
107	TBPL1	AFS-LYS	YWO_B_AffSeq_B10_TBPL1	bad
110	TBPL1	HTS-GFPIVT	YWP_A_CT40NTGTCTG	bad
105	TBPL1	AFS-GFPIVT	YWP_B_AffSeq_D8_TBPL1-FL	bad
2391	TCF20	CHS	THC_0421.Rep-MICHELLE_0314	bad
2395	TCF20	SMS	UT380-207	bad
2392	TCF20	HTS-IVT	YWC_B_CT40NGCGCTA	bad
2393	TCF20	PBM	PBM13756	good
2394	TCF20	PBM	PBM13772	good
4083	TERB1	CHS	THC_0084	bad
4084	TERB1	CHS	THC_0160	bad
4088	TERB1	HTS-LYS	YWN_A_CG40NAATAGC	bad
4090	TERB1	PBM	PBM13666	bad
4091	TERB1	PBM	PBM13682	bad
4092	TERB1	SMS	UT380-208	bad
4093	TERB1	SMS	UT380-209	bad
4087	TERB1	HTS-IVT	YWE_A_TG40NTCTTGC	bad
4081	TERB1	AFS-LYS	YWN_B_AffSeq_C12_TERB1-FL	bad
4089	TERB1	HTS-LYS	YWO_A_CG40NAATAGC	bad
4082	TERB1	AFS-LYS	YWO_B_AffSeq_C12_TERB1-FL	bad
4085	TERB1	HTS-GFPIVT	YWP_A_GA40NGGTCAT	bad
4079	TERB1	AFS-GFPIVT	YWP_B_AffSeq_E2_TERB1-DBD	bad
4086	TERB1	HTS-GFPIVT	YWQ_A_TC40NACGGGA	bad
4080	TERB1	AFS-GFPIVT	YWQ_B_AffSeq_G11_TERB1-FL	bad
2546	TERF1	PBM	PBM13881	good
2548	TERF1	PBM	PBM13897	bad
2543	TERF1	HTS-IVT	YWJ_A_AA40NGTGGTC	bad
2541	TERF1	HTS-GFPIVT	YWQ_A_TA40NGTTAGC	bad
2536	TERF1	AFS-GFPIVT	YWQ_B_AffSeq_F12_TERF1-FL	bad
2547	TERF1	PBM	PBM13882	good
2549	TERF1	PBM	PBM13898	good
2539	TERF1	CHS	THC_0711	good
2540	TERF1	CHS	THC_0807	good
2542	TERF1	HTS-IVT	YWC_B_GT40NGTTCTC	bad
2544	TERF1	HTS-LYS	YWN_A_CA40NAGCGTA	good
2537	TERF1	AFS-LYS	YWN_B_AffSeq_C3_TERF1-FL	good
2545	TERF1	HTS-LYS	YWO_A_CA40NAGCGTA	good
2538	TERF1	AFS-LYS	YWO_B_AffSeq_C3_TERF1-FL	good
295	TET2	CHS	THC_0376.Rep-MICHELLE_0314	bad
301	TET2	SMS	UT380-211	dunno
297	TET2	HTS-IVT	YWJ_A_TC40NTGCATA	dunno
298	TET2	HTS-LYS	YWL_A_TG40NCATATG	bad
296	TET2	HTS-GFPIVT	YWP_A_CA40NCATGTC	bad
299	TET2	PBM	PBM13757	bad
300	TET2	PBM	PBM13773	bad
294	TET2	CHS	THC_0376.Rep-DIANA_0293	bad
293	TET2	AFS-LYS	YWL_B_AffSeq_H4_TET2	bad
292	TET2	AFS-GFPIVT	YWP_B_AffSeq_C4_TET2-DBDwLinker	bad
3846	TET3	PBM	PBM13923	good
3847	TET3	PBM	PBM13939	good
3840	TET3	CHS	THC_0703	good
3841	TET3	CHS	THC_0799	good
3848	TET3	SMS	UT380-212-1	bad
3849	TET3	SMS	UT380-212-2	good
3843	TET3	HTS-IVT	YWC_B_CT40NCGGAGA	good
3842	TET3	HTS-GFPIVT	YWM_A_CT40NTACGTT	good
3837	TET3	AFS-GFPIVT	YWM_B_AffSeq_D11_TET3-DBD	good
3844	TET3	HTS-LYS	YWN_A_TC40NGTTTTG	good
3838	TET3	AFS-LYS	YWN_B_AffSeq_H2_TET3	good
3845	TET3	HTS-LYS	YWO_A_TC40NGTTTTG	good
3839	TET3	AFS-LYS	YWO_B_AffSeq_H2_TET3	good
1419	TFE3	SMS	SRR3405093	good
1420	TFE3	SMS	SRR3405094	good
2273	THAP10	CHS	THC_0628	bad
2279	THAP10	PBM	PBM13890	bad
2280	THAP10	PBM	PBM13891	bad
2281	THAP10	PBM	PBM13906	bad
2282	THAP10	PBM	PBM13907	bad
2283	THAP10	SMS	UT380-213	bad
2275	THAP10	HTS-IVT	YWF_A_AT40NAGCCTC	bad
2276	THAP10	HTS-IVT	YWJ_A_CT40NTGTCTG	bad
2277	THAP10	HTS-LYS	YWN_A_CC40NGACATG	bad
2271	THAP10	AFS-LYS	YWN_B_AffSeq_C9_THAP10-FL	bad
2278	THAP10	HTS-LYS	YWO_A_CC40NGACATG	bad
2272	THAP10	AFS-LYS	YWO_B_AffSeq_C9_THAP10-FL	bad
2274	THAP10	HTS-GFPIVT	YWP_A_GG40NGTGAGA	bad
2270	THAP10	AFS-GFPIVT	YWP_B_AffSeq_E12_THAP10-FL	bad
3807	THAP11	CHS	THC_0156	bad
3808	THAP11	CHS	THC_0172	bad
3812	THAP11	HTS-LYS	YWN_A_TC40NTTCCGG	bad
3813	THAP11	HTS-LYS	YWO_A_TC40NTTCCGG	bad
3809	THAP11	HTS-GFPIVT	YWP_A_TG40NTCTTGC	bad
3814	THAP11	PBM	PBM13892	bad
3815	THAP11	PBM	PBM13893	bad
3816	THAP11	PBM	PBM13908	bad
3817	THAP11	PBM	PBM13909	bad
3818	THAP11	SMS	UT380-214	bad
3810	THAP11	HTS-IVT	YWJ_A_GC40NCTTGTA	bad
3811	THAP11	HTS-IVT	YWJ_A_GT40NGAAGTA	bad
3804	THAP11	AFS-IVT	YWJ_B_AffSeq_F08_THAP11_DBD	bad
3805	THAP11	AFS-LYS	YWN_B_AffSeq_G9_THAP11	bad
3806	THAP11	AFS-LYS	YWO_B_AffSeq_G9_THAP11	bad
3803	THAP11	AFS-GFPIVT	YWP_B_AffSeq_H7_THAP11-FL	bad
3144	THAP2	CHS	THC_0251	bad
3145	THAP2	CHS	THC_0259	bad
3148	THAP2	HTS-LYS	YWK_A_GA40NTTCCTA	bad
3149	THAP2	HTS-LYS	YWK_C_GA40NTTCCTA	bad
3150	THAP2	PBM	PBM13894	bad
3151	THAP2	PBM	PBM13910	bad
3152	THAP2	SMS	UT380-215	bad
3147	THAP2	HTS-IVT	YWJ_A_TC40NGCGATT	bad
3142	THAP2	AFS-LYS	YWK_B_AffSeq_E3_THAP2	bad
3143	THAP2	AFS-LYS	YWK_D_AffSeq_E3_THAP2	bad
3146	THAP2	HTS-GFPIVT	YWQ_A_GC40NCTTGTA	bad
3141	THAP2	AFS-GFPIVT	YWQ_B_AffSeq_E8_THAP2-FL	bad
1928	THAP4	CHS	THC_0724	bad
1929	THAP4	CHS	THC_0820	bad
1934	THAP4	HTS-LYS	YWN_A_CT40NCTACTT	bad
1935	THAP4	HTS-LYS	YWO_A_CT40NCTACTT	bad
1930	THAP4	HTS-GFPIVT	YWP_A_AG40NTCGACT	bad
1931	THAP4	HTS-GFPIVT	YWQ_A_TA40NGAGGGT	bad
1936	THAP4	PBM	PBM13895	bad
1937	THAP4	PBM	PBM13896	bad
1938	THAP4	PBM	PBM13911	bad
1939	THAP4	PBM	PBM13912	bad
1932	THAP4	HTS-IVT	YWJ_A_AC40NGCTGCT	bad
1933	THAP4	HTS-IVT	YWJ_A_TG40NCTGTGG	bad
1925	THAP4	AFS-IVT	YWJ_B_AffSeq_A09_THAP4_DBD	bad
1926	THAP4	AFS-LYS	YWN_B_AffSeq_D9_THAP4-FL	bad
1927	THAP4	AFS-LYS	YWO_B_AffSeq_D9_THAP4-FL	bad
1923	THAP4	AFS-GFPIVT	YWP_B_AffSeq_B1_THAP4-DBD	bad
1924	THAP4	AFS-GFPIVT	YWQ_B_AffSeq_G5_THAP4-FL	bad
827	THAP5	CHS	THC_0533	bad
833	THAP5	PBM	PBM13945	bad
834	THAP5	PBM	PBM13946	bad
835	THAP5	PBM	PBM13961	bad
836	THAP5	PBM	PBM13962	bad
837	THAP5	SMS	UT380-218	bad
829	THAP5	HTS-IVT	YWE_A_CC40NGACATG	bad
830	THAP5	HTS-IVT	YWJ_A_AT40NAGCCTC	bad
831	THAP5	HTS-LYS	YWN_A_GC40NAGAGTT	bad
825	THAP5	AFS-LYS	YWN_B_AffSeq_E9_THAP5-FL	bad
832	THAP5	HTS-LYS	YWO_A_GC40NAGAGTT	bad
826	THAP5	AFS-LYS	YWO_B_AffSeq_E9_THAP5-FL	bad
828	THAP5	HTS-GFPIVT	YWP_A_GC40NATTTGC	bad
824	THAP5	AFS-GFPIVT	YWP_B_AffSeq_E10_THAP5-FL	bad
3194	THAP6	CHS	THC_0725	bad
3195	THAP6	CHS	THC_0821	bad
3198	THAP6	HTS-LYS	YWN_A_TA40NGTTAGC	bad
3199	THAP6	HTS-LYS	YWO_A_TA40NGTTAGC	bad
3200	THAP6	PBM	PBM13947	bad
3201	THAP6	PBM	PBM13963	bad
3202	THAP6	SMS	UT380-219	bad
3197	THAP6	HTS-IVT	YWJ_A_CC40NGACATG	bad
3192	THAP6	AFS-LYS	YWN_B_AffSeq_F12_THAP6-FL	bad
3193	THAP6	AFS-LYS	YWO_B_AffSeq_F12_THAP6-FL	bad
3196	THAP6	HTS-GFPIVT	YWP_A_TC40NGGCTGT	bad
3191	THAP6	AFS-GFPIVT	YWP_B_AffSeq_H1_THAP6-FL	bad
4145	THAP7	CHS	THC_0534	bad
4151	THAP7	PBM	PBM13948	bad
4152	THAP7	PBM	PBM13949	bad
4153	THAP7	PBM	PBM13964	bad
4154	THAP7	PBM	PBM13965	bad
4155	THAP7	SMS	UT380-220	bad
4147	THAP7	HTS-IVT	YWF_A_CC40NGACATG	bad
4148	THAP7	HTS-IVT	YWJ_A_CT40NCTACTT	bad
4142	THAP7	AFS-IVT	YWJ_B_AffSeq_D09_THAP7_DBD	bad
4149	THAP7	HTS-LYS	YWN_A_TC40NTAAGTG	bad
4143	THAP7	AFS-LYS	YWN_B_AffSeq_G12_THAP7-FL	bad
4150	THAP7	HTS-LYS	YWO_A_TC40NTAAGTG	bad
4144	THAP7	AFS-LYS	YWO_B_AffSeq_G12_THAP7-FL	bad
4146	THAP7	HTS-GFPIVT	YWP_A_CC40NCCAATA	bad
4141	THAP7	AFS-GFPIVT	YWP_B_AffSeq_C8_THAP7-FL	bad
580	THAP8	PBM	PBM13950	bad
581	THAP8	PBM	PBM13951	bad
582	THAP8	PBM	PBM13966	bad
583	THAP8	PBM	PBM13967	bad
575	THAP8	CHS	THC_0726	dunno
576	THAP8	CHS	THC_0822	dunno
584	THAP8	SMS	UT380-221	bad
578	THAP8	HTS-IVT	YWE_A_CT40NCTACTT	bad
579	THAP8	HTS-IVT	YWJ_A_GC40NAGAGTT	bad
577	THAP8	HTS-GFPIVT	YWQ_A_CG40NAATAGC	bad
574	THAP8	AFS-GFPIVT	YWQ_B_AffSeq_C12_THAP8-FL	bad
4042	THAP9	CHS	THC_0535	bad
4048	THAP9	SMS	UT380-222	bad
4046	THAP9	PBM	PBM13952	bad
4047	THAP9	PBM	PBM13968	bad
4049	THAP9	SMS	UT380-223	dunno
4050	THAP9	SMS	UT380-223-2	dunno
4045	THAP9	HTS-IVT	YWJ_A_GT40NTTGGTG	bad
4041	THAP9	AFS-IVT	YWJ_B_AffSeq_F09_THAP9_DBD	bad
4043	THAP9	HTS-GFPIVT	YWQ_A_AG40NGCTCTG	bad
4044	THAP9	HTS-GFPIVT	YWQ_A_TC40NTTCCGG	bad
4039	THAP9	AFS-GFPIVT	YWQ_B_AffSeq_B5_THAP9-FL	bad
4040	THAP9	AFS-GFPIVT	YWQ_B_AffSeq_G9_THAP9-DBD	bad
2297	THYN1	PBM	PBM13758	bad
2293	THYN1	CHS	THC_0151	bad
2299	THYN1	SMS	UT380-224	bad
2296	THYN1	HTS-LYS	YWD_A_CC40NTTGTTA	bad
2292	THYN1	AFS-LYS	YWD_B_AffSeq_C10_THYN1	bad
2295	THYN1	HTS-IVT	YWF_A_TG40NCTGTGG	bad
2291	THYN1	AFS-GFPIVT	YWQ_B_AffSeq_B6_THYN1-FL	bad
2298	THYN1	PBM	PBM13774	bad
2294	THYN1	HTS-GFPIVT	YWQ_A_AG40NCTTTTC	bad
3640	TIGD3	PBM	PBM13917	good
3643	TIGD3	PBM	PBM14437	bad
3635	TIGD3	HTS-IVT	YWC_B_GA40NTTCCTA	bad
3627	TIGD3	AFS-GFPIVT	YWQ_B_AffSeq_A3_TIGD3-FL	bad
3638	TIGD3	PBM	PBM13699	good
3639	TIGD3	PBM	PBM13715	good
3641	TIGD3	PBM	PBM13933	good
3642	TIGD3	PBM	PBM14311	good
3630	TIGD3	CHS	THC_0104	good
3631	TIGD3	CHS	THC_0146	good
3632	TIGD3	CHS	THC_0282	good
3644	TIGD3	SMS	UT380-225	good
3634	TIGD3	HTS-IVT	YWC_B_CG40NTCTTGA	bad
3636	TIGD3	HTS-LYS	YWN_A_GC40NCACTTC	good
3628	TIGD3	AFS-LYS	YWN_B_AffSeq_E11_TIGD3-FL	good
3637	TIGD3	HTS-LYS	YWO_A_GC40NCACTTC	good
3629	TIGD3	AFS-LYS	YWO_B_AffSeq_E11_TIGD3-FL	good
3633	TIGD3	HTS-GFPIVT	YWQ_A_AA40NAGTGGT	good
1028	TIGD4	PBM	PBM13700	bad
1029	TIGD4	PBM	PBM13716	bad
1030	TIGD4	PBM	PBM13918	bad
1031	TIGD4	PBM	PBM13934	bad
1020	TIGD4	CHS	THC_0071	good
1021	TIGD4	CHS	THC_0113	good
1032	TIGD4	SMS	UT380-226	good
1033	TIGD4	SMS	UT380-226-2	good
1034	TIGD4	SMS	UT380-227	good
1024	TIGD4	HTS-IVT	YWE_A_AT40NGAGAGG	bad
1025	TIGD4	HTS-IVT	YWF_A_AT40NGAGAGG	good
1022	TIGD4	HTS-GFPIVT	YWM_A_GC40NCACTTC	good
1016	TIGD4	AFS-GFPIVT	YWM_B_AffSeq_E11_TIGD4-DBD	good
1026	TIGD4	HTS-LYS	YWN_A_GC40NATTTGC	good
1018	TIGD4	AFS-LYS	YWN_B_AffSeq_E10_TIGD4	good
1027	TIGD4	HTS-LYS	YWO_A_GC40NATTTGC	good
1019	TIGD4	AFS-LYS	YWO_B_AffSeq_E10_TIGD4	good
1023	TIGD4	HTS-GFPIVT	YWQ_A_CT40NTGTCTG	good
1017	TIGD4	AFS-GFPIVT	YWQ_B_AffSeq_D8_TIGD4-FL	bad
1715	TIGD5	CHS	THC_0110	dunno
1721	TIGD5	SMS	UT380-228	good
1722	TIGD5	SMS	UT380-229	good
1718	TIGD5	HTS-IVT	YWI_A_TT40NTAGCAG	good
1712	TIGD5	AFS-IVT	YWI_B_AffSeq_H11_TIGD5_DBD	good
1716	TIGD5	HTS-GFPIVT	YWM_A_GT40NGCGTGT	good
1710	TIGD5	AFS-GFPIVT	YWM_B_AffSeq_F11_TIGD5-DBD	good
1719	TIGD5	HTS-LYS	YWN_A_GT40NGCGTGT	good
1713	TIGD5	AFS-LYS	YWN_B_AffSeq_F11_TIGD5-FL	good
1720	TIGD5	HTS-LYS	YWO_A_GT40NGCGTGT	good
1714	TIGD5	AFS-LYS	YWO_B_AffSeq_F11_TIGD5-FL	good
1717	TIGD5	HTS-GFPIVT	YWQ_A_CT40NGTTGGG	good
1711	TIGD5	AFS-GFPIVT	YWQ_B_AffSeq_D10_TIGD5-FL	good
2130	TIGD7	CHS	THC_0194	bad
2133	TIGD7	HTS-IVT	YWC_B_GG40NTAGTTT	bad
2135	TIGD7	HTS-LYS	YWD_A_CC40NGACATG	bad
2136	TIGD7	PBM	PBM13701	good
2137	TIGD7	PBM	PBM13717	good
2138	TIGD7	PBM	PBM13919	good
2139	TIGD7	PBM	PBM13935	good
2140	TIGD7	SMS	UT380-230	bad
2141	TIGD7	SMS	UT380-230-2	good
2134	TIGD7	HTS-IVT	YWC_B_TA40NAGGCTT	good
2129	TIGD7	AFS-LYS	YWD_B_AffSeq_C09_TIGD7	bad
2131	TIGD7	HTS-GFPIVT	YWP_A_TC40NGCGATT	good
2127	TIGD7	AFS-GFPIVT	YWP_B_AffSeq_G8_TIGD7-FL	good
2132	TIGD7	HTS-GFPIVT	YWQ_A_TC40NTGCATA	good
2128	TIGD7	AFS-GFPIVT	YWQ_B_AffSeq_G7_TIGD7-DBD	good
4125	TMF1	SMS	UT380-232	bad
4126	TMF1	SMS	UT380-232-2	bad
4120	TMF1	HTS-GFPIVT	YWP_A_CA40NTCGATG	bad
4119	TMF1	AFS-GFPIVT	YWP_B_AffSeq_C1_TMF1-DBD	bad
4123	TMF1	PBM	PBM13759	bad
4124	TMF1	PBM	PBM13775	bad
4121	TMF1	HTS-IVT	YWJ_A_TG40NTCTTGC	bad
4122	TMF1	HTS-LYS	YWL_A_AA40NCCAGTG	bad
2688	TPRX1	PBM	PBM13928	bad
2689	TPRX1	PBM	PBM13944	good
2686	TPRX1	PBM	PBM13659	good
2687	TPRX1	PBM	PBM13675	good
2677	TPRX1	CHS	THC_0336.Rep-DIANA_0293	good
2678	TPRX1	CHS	THC_0336.Rep-MICHELLE_0314	good
2679	TPRX1	CHS	THC_0391.Rep-DIANA_0293	good
2680	TPRX1	CHS	THC_0391.Rep-MICHELLE_0314	good
2690	TPRX1	SMS	UT380-233-1	good
2691	TPRX1	SMS	UT380-233-2	good
2683	TPRX1	HTS-IVT	YWC_B_TA40NGAGGGT	bad
2684	TPRX1	HTS-IVT	YWC_B_TG40NGACCTT	good
