EXP_ID	TF	ReadsID	FilePath	Peaks (/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.1/peaks-interval/)	macs2-pemode-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	readAlignedCount	alignPercent	readCount
EXP992202	PRDM8	READS992404,READS992405	MICHELLE_0314/Sample_13638_PRDM8_ChIP2_IGO_10521_B_33/13638_PRDM8_ChIP2_IGO_10521_B_33_S90_R1_001.fastq.gz,MICHELLE_0314/Sample_13638_PRDM8_ChIP2_IGO_10521_B_33/13638_PRDM8_ChIP2_IGO_10521_B_33_S90_R2_001.fastq.gz	PEAKS992186	14	0	6	43083	185	1.79E-02	0.00E+00	1.46E-04	2.34E-06	0.99756	1.00377	0.99784	475.10801	1.28618	41616672	90.13073163	46173676
EXP992203	PRMT3	READS992406,READS992407	MICHELLE_0314/Sample_13639_PRMT3_ChIP1_IGO_10521_B_8/13639_PRMT3_ChIP1_IGO_10521_B_8_S8_R1_001.fastq.gz,MICHELLE_0314/Sample_13639_PRMT3_ChIP1_IGO_10521_B_8/13639_PRMT3_ChIP1_IGO_10521_B_8_S8_R2_001.fastq.gz	PEAKS992187	27	0	1	130463	200	5.28E-02	0.00E+00	7.29E-04	7.62E-07	0.99775	1.00534	0.99807	553.22577	1.01890	34283144	90.2853926	37971972
EXP992204	PRMT3	READS992408,READS992409	MICHELLE_0314/Sample_13639_PRMT3_ChIP2_IGO_10521_B_41/13639_PRMT3_ChIP2_IGO_10521_B_41_S120_R1_001.fastq.gz,MICHELLE_0314/Sample_13639_PRMT3_ChIP2_IGO_10521_B_41/13639_PRMT3_ChIP2_IGO_10521_B_41_S120_R2_001.fastq.gz	PEAKS992188	7	0	1	96600	180	3.76E-02	0.00E+00	1.06E-05	3.25E-07	0.99764	1.00435	0.99792	498.05222	1.01243	40277410	90.34026827	44584116
EXP992205	CONTROL	READS992410,READS992411	MICHELLE_0314/Sample_13639_PRMT3_INPUT2_IGO_10521_B_118/13639_PRMT3_INPUT2_IGO_10521_B_118_S15_R1_001.fastq.gz,MICHELLE_0314/Sample_13639_PRMT3_INPUT2_IGO_10521_B_118/13639_PRMT3_INPUT2_IGO_10521_B_118_S15_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	165	NA	NA	NA	NA	0.99739	1.00418	0.99769	444.74859	1.01777	45411804	90.72913357	50052064
EXP992206	RBSN	READS992412,READS992413	MICHELLE_0314/Sample_13640_RBSN_ChIP1_IGO_10521_B_16/13640_RBSN_ChIP1_IGO_10521_B_16_S17_R1_001.fastq.gz,MICHELLE_0314/Sample_13640_RBSN_ChIP1_IGO_10521_B_16/13640_RBSN_ChIP1_IGO_10521_B_16_S17_R2_001.fastq.gz	PEAKS992189	13047	4918	9960	134857	240	6.99E-02	1.00E-02	4.78E-02	1.49E-02	0.99724	1.04216	0.99746	405.35360	1.32321	31319578	87.61660761	35746166
EXP992207	RBSN	READS992414,READS992415	MICHELLE_0314/Sample_13640_RBSN_ChIP2_IGO_10521_B_49/13640_RBSN_ChIP2_IGO_10521_B_49_S123_R1_001.fastq.gz,MICHELLE_0314/Sample_13640_RBSN_ChIP2_IGO_10521_B_49/13640_RBSN_ChIP2_IGO_10521_B_49_S123_R2_001.fastq.gz	PEAKS992190	36	0	2	44800	240	1.82E-02	0.00E+00	1.01E-03	4.59E-07	0.99719	1.00536	0.99765	455.14176	0.95543	43222396	89.98279305	48034068
EXP992208	RLF	READS992416,READS992417	MICHELLE_0314/Sample_13641_RLF_ChIP1_IGO_10521_B_24/13641_RLF_ChIP1_IGO_10521_B_24_S86_R1_001.fastq.gz,MICHELLE_0314/Sample_13641_RLF_ChIP1_IGO_10521_B_24/13641_RLF_ChIP1_IGO_10521_B_24_S86_R2_001.fastq.gz	PEAKS992191	15	0	2	49463	225	2.02E-02	0.00E+00	2.42E-04	4.07E-07	0.99747	1.00510	0.99772	453.86591	0.99115	42676094	89.96589837	47435856
EXP992209	RLF	READS992418,READS992419	MICHELLE_0314/Sample_13641_RLF_ChIP2_IGO_10521_B_57/13641_RLF_ChIP2_IGO_10521_B_57_S67_R1_001.fastq.gz,MICHELLE_0314/Sample_13641_RLF_ChIP2_IGO_10521_B_57/13641_RLF_ChIP2_IGO_10521_B_57_S67_R2_001.fastq.gz	PEAKS992192	18945	14243	13834	53034	210	4.13E-02	3.63E-02	9.25E-02	2.57E-02	0.99264	1.16338	0.99318	155.19555	1.36730	42441318	89.87719438	47221454
EXP992210	CONTROL	READS992420,READS992421	MICHELLE_0314/Sample_13641_RLF_INPUT1_IGO_10521_B_182/13641_RLF_INPUT1_IGO_10521_B_182_S105_R1_001.fastq.gz,MICHELLE_0314/Sample_13641_RLF_INPUT1_IGO_10521_B_182/13641_RLF_INPUT1_IGO_10521_B_182_S105_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	160	NA	NA	NA	NA	0.99743	1.00456	0.99773	454.80515	0.94703	43452928	90.78978869	47861030
EXP992211	SALL3	READS992422,READS992423	MICHELLE_0314/Sample_13642_SALL3_ChIP1_IGO_10521_B_32/13642_SALL3_ChIP1_IGO_10521_B_32_S147_R1_001.fastq.gz,MICHELLE_0314/Sample_13642_SALL3_ChIP1_IGO_10521_B_32/13642_SALL3_ChIP1_IGO_10521_B_32_S147_R2_001.fastq.gz	PEAKS992193	7484	16	1176	113252	220	4.68E-02	3.04E-05	1.16E-02	9.32E-04	0.99710	1.00748	0.99769	449.48516	1.04138	40476686	89.77567817	45086472
EXP992212	SALL3	READS992424,READS992425	MICHELLE_0314/Sample_13642_SALL3_ChIP2_IGO_10521_B_65/13642_SALL3_ChIP2_IGO_10521_B_65_S72_R1_001.fastq.gz,MICHELLE_0314/Sample_13642_SALL3_ChIP2_IGO_10521_B_65/13642_SALL3_ChIP2_IGO_10521_B_65_S72_R2_001.fastq.gz	PEAKS992194	17	0	2	50511	195	2.05E-02	0.00E+00	1.26E-04	3.53E-07	0.99738	1.00561	0.99767	445.50590	1.03812	43216088	90.25524372	47882080
EXP992213	CONTROL	READS992426,READS992427	MICHELLE_0314/Sample_13642_SALL3_INPUT1_IGO_10521_B_168/13642_SALL3_INPUT1_IGO_10521_B_168_S12_R1_001.fastq.gz,MICHELLE_0314/Sample_13642_SALL3_INPUT1_IGO_10521_B_168/13642_SALL3_INPUT1_IGO_10521_B_168_S12_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	165	NA	NA	NA	NA	0.99768	1.00545	0.99796	508.72022	1.21583	37439828	90.21470959	41500802
EXP992214	SLC2A4RG	READS992428,READS992429	MICHELLE_0314/Sample_13643_SLC2A4RG_ChIP1_IGO_10521_B_40/13643_SLC2A4RG_ChIP1_IGO_10521_B_40_S148_R1_001.fastq.gz,MICHELLE_0314/Sample_13643_SLC2A4RG_ChIP1_IGO_10521_B_40/13643_SLC2A4RG_ChIP1_IGO_10521_B_40_S148_R2_001.fastq.gz	PEAKS992195	9471	251	5476	159016	265	6.78E-02	4.99E-04	2.22E-02	5.31E-03	0.99739	1.01695	0.99758	427.84677	1.34052	35986490	87.24975619	41245376
EXP992215	SLC2A4RG	READS992430,READS992431	MICHELLE_0314/Sample_13643_SLC2A4RG_ChIP2_IGO_10521_B_73/13643_SLC2A4RG_ChIP2_IGO_10521_B_73_S133_R1_001.fastq.gz,MICHELLE_0314/Sample_13643_SLC2A4RG_ChIP2_IGO_10521_B_73/13643_SLC2A4RG_ChIP2_IGO_10521_B_73_S133_R2_001.fastq.gz	PEAKS992196	4445	251	2053	91094	185	3.92E-02	3.87E-04	7.52E-03	1.48E-03	0.99742	1.01107	0.99771	457.86330	1.27367	39679192	86.43453757	45906640
EXP992216	CONTROL	READS992432,READS992433	MICHELLE_0314/Sample_13650_ZBTB5_Input1_RMSK_IGO_10521_B_112/13650_ZBTB5_Input1_RMSK_IGO_10521_B_112_S39_R1_001.fastq.gz,MICHELLE_0314/Sample_13650_ZBTB5_Input1_RMSK_IGO_10521_B_112/13650_ZBTB5_Input1_RMSK_IGO_10521_B_112_S39_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	165	NA	NA	NA	NA	0.99745	1.00675	0.99783	484.22351	1.22592	40810434	90.24687355	45220884
EXP992217	ZFAT1	READS992434,READS992435	MICHELLE_0314/Sample_13653_ZFAT1_ChIP1_IGO_10521_B_48/13653_ZFAT1_ChIP1_IGO_10521_B_48_S122_R1_001.fastq.gz,MICHELLE_0314/Sample_13653_ZFAT1_ChIP1_IGO_10521_B_48/13653_ZFAT1_ChIP1_IGO_10521_B_48_S122_R2_001.fastq.gz	PEAKS992197	17820	5380	7661	37220	295	2.12E-02	1.30E-02	4.85E-02	8.11E-03	0.99537	1.05846	0.99602	271.24861	1.89613	43977830	87.94044279	50008652
EXP992218	ZFAT1	READS992436,READS992437	MICHELLE_0314/Sample_13653_ZFAT1_ChIP2_IGO_10521_B_81/13653_ZFAT1_ChIP2_IGO_10521_B_81_S137_R1_001.fastq.gz,MICHELLE_0314/Sample_13653_ZFAT1_ChIP2_IGO_10521_B_81/13653_ZFAT1_ChIP2_IGO_10521_B_81_S137_R2_001.fastq.gz	PEAKS992198	26686	13002	13486	106160	220	6.98E-02	3.01E-02	8.71E-02	2.03E-02	0.99215	1.14078	0.99351	173.86926	1.73503	39166090	80.70795755	48528164
EXP992219	ZFPM1	READS992438,READS992439	MICHELLE_0314/Sample_13655_ZFPM1_ChIP1_IGO_10521_B_56/13655_ZFPM1_ChIP1_IGO_10521_B_56_S66_R1_001.fastq.gz,MICHELLE_0314/Sample_13655_ZFPM1_ChIP1_IGO_10521_B_56/13655_ZFPM1_ChIP1_IGO_10521_B_56_S66_R2_001.fastq.gz	PEAKS992199	86	3	43	45716	210	1.92E-02	1.94E-05	4.82E-04	1.94E-05	0.99737	1.00587	0.99770	454.59715	0.98209	42513234	89.65362045	47419428
EXP992220	ZFPM1	READS992440,READS992441	MICHELLE_0314/Sample_13655_ZFPM1_ChIP2_IGO_10521_B_89/13655_ZFPM1_ChIP2_IGO_10521_B_89_S116_R1_001.fastq.gz,MICHELLE_0314/Sample_13655_ZFPM1_ChIP2_IGO_10521_B_89/13655_ZFPM1_ChIP2_IGO_10521_B_89_S116_R2_001.fastq.gz	PEAKS992200	19	0	0	41576	150	1.70E-02	0.00E+00	1.64E-04	0.00E+00	0.99745	1.00699	0.99778	469.90226	1.29532	41949828	90.01694858	46602144
EXP992221	ZFPM2	READS992442,READS992443	MICHELLE_0314/Sample_13656_ZFPM2_ChIP1_IGO_10521_B_64/13656_ZFPM2_ChIP1_IGO_10521_B_64_S71_R1_001.fastq.gz,MICHELLE_0314/Sample_13656_ZFPM2_ChIP1_IGO_10521_B_64/13656_ZFPM2_ChIP1_IGO_10521_B_64_S71_R2_001.fastq.gz	PEAKS992201	57	2	20	104200	170	4.07E-02	3.22E-06	6.96E-04	6.77E-06	0.99739	1.00586	0.99773	465.39994	0.91897	40471800	89.40949149	45265664
EXP992222	ZFPM2	READS992444,READS992445	MICHELLE_0314/Sample_13656_ZFPM2_ChIP2_IGO_10521_B_3/13656_ZFPM2_ChIP2_IGO_10521_B_3_S91_R1_001.fastq.gz,MICHELLE_0314/Sample_13656_ZFPM2_ChIP2_IGO_10521_B_3/13656_ZFPM2_ChIP2_IGO_10521_B_3_S91_R2_001.fastq.gz	PEAKS992202	2868	89	1042	104486	225	4.33E-02	1.55E-04	4.50E-03	6.05E-04	0.99727	1.00870	0.99767	451.58810	1.20709	40274034	90.16555532	44666762
EXP992223	ZMAT1	READS992446,READS992447	MICHELLE_0314/Sample_13658_ZMAT1_ChIP1_IGO_10521_B_72/13658_ZMAT1_ChIP1_IGO_10521_B_72_S75_R1_001.fastq.gz,MICHELLE_0314/Sample_13658_ZMAT1_ChIP1_IGO_10521_B_72/13658_ZMAT1_ChIP1_IGO_10521_B_72_S75_R2_001.fastq.gz	PEAKS992203	29	0	15	41576	190	1.77E-02	0.00E+00	2.85E-03	1.39E-05	0.99750	1.00529	0.99784	480.39729	1.06346	41208168	90.26659027	45651628
EXP992224	ZMAT1	READS992448,READS992449	MICHELLE_0314/Sample_13658_ZMAT1_ChIP2_IGO_10521_B_11/13658_ZMAT1_ChIP2_IGO_10521_B_11_S139_R1_001.fastq.gz,MICHELLE_0314/Sample_13658_ZMAT1_ChIP2_IGO_10521_B_11/13658_ZMAT1_ChIP2_IGO_10521_B_11_S139_R2_001.fastq.gz	PEAKS992204	37	4	13	33253	230	1.38E-02	1.02E-05	2.16E-04	1.14E-05	0.99724	1.00549	0.99745	403.75965	1.13523	46527772	89.98343398	51707042
EXP992225	ZMAT4	READS992450,READS992451	MICHELLE_0314/Sample_13659_ZMAT4_ChIP1_IGO_10521_B_80/13659_ZMAT4_ChIP1_IGO_10521_B_80_S2_R1_001.fastq.gz,MICHELLE_0314/Sample_13659_ZMAT4_ChIP1_IGO_10521_B_80/13659_ZMAT4_ChIP1_IGO_10521_B_80_S2_R2_001.fastq.gz	PEAKS992205	14	0	1	159617	170	6.28E-02	0.00E+00	1.12E-04	1.22E-07	0.99786	1.00614	0.99807	538.16902	1.22025	35579968	90.07449101	39500604
EXP992226	ZMAT4	READS992452,READS992453	MICHELLE_0314/Sample_13659_ZMAT4_ChIP2_IGO_10521_B_19/13659_ZMAT4_ChIP2_IGO_10521_B_19_S82_R1_001.fastq.gz,MICHELLE_0314/Sample_13659_ZMAT4_ChIP2_IGO_10521_B_19/13659_ZMAT4_ChIP2_IGO_10521_B_19_S82_R2_001.fastq.gz	PEAKS992206	29	0	0	45413	195	1.84E-02	0.00E+00	4.42E-04	0.00E+00	0.99738	1.00694	0.99771	457.55827	1.17015	42827106	89.95425948	47609870
EXP992227	ZNF107	READS992454,READS992455	MICHELLE_0314/Sample_13660_ZNF107_ChIP1_IGO_10521_B_88/13660_ZNF107_ChIP1_IGO_10521_B_88_S179_R1_001.fastq.gz,MICHELLE_0314/Sample_13660_ZNF107_ChIP1_IGO_10521_B_88/13660_ZNF107_ChIP1_IGO_10521_B_88_S179_R2_001.fastq.gz	PEAKS992207	15264	8073	7451	118809	230	7.04E-02	1.97E-02	3.48E-02	5.59E-03	0.99395	1.13042	0.99527	248.20115	2.40359	38981626	86.06225782	45294682
EXP992228	ZNF107	READS992456,READS992457	MICHELLE_0314/Sample_13660_ZNF107_ChIP2_IGO_10521_B_27/13660_ZNF107_ChIP2_IGO_10521_B_27_S145_R1_001.fastq.gz,MICHELLE_0314/Sample_13660_ZNF107_ChIP2_IGO_10521_B_27/13660_ZNF107_ChIP2_IGO_10521_B_27_S145_R2_001.fastq.gz	PEAKS992208	45430	28242	17748	117049	210	1.12E-01	6.13E-02	1.04E-01	1.51E-02	0.98681	1.33530	0.99029	126.75688	2.36466	41517836	87.6272598	47380046
EXP992229	CONTROL	READS992458,READS992459	MICHELLE_0314/Sample_13660_ZNF107_INPUT2_IGO_10521_B_126/13660_ZNF107_INPUT2_IGO_10521_B_126_S112_R1_001.fastq.gz,MICHELLE_0314/Sample_13660_ZNF107_INPUT2_IGO_10521_B_126/13660_ZNF107_INPUT2_IGO_10521_B_126_S112_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	165	NA	NA	NA	NA	0.99754	1.00599	0.99787	488.00429	1.13433	40615610	90.65981542	44800014
EXP992230	ZNF14	READS992460,READS992461	MICHELLE_0314/Sample_13662_ZNF14_ChIP1_IGO_10521_B_96/13662_ZNF14_ChIP1_IGO_10521_B_96_S59_R1_001.fastq.gz,MICHELLE_0314/Sample_13662_ZNF14_ChIP1_IGO_10521_B_96/13662_ZNF14_ChIP1_IGO_10521_B_96_S59_R2_001.fastq.gz	PEAKS992209	14526	1330	4926	64856	200	3.19E-02	3.17E-03	2.78E-02	3.77E-03	0.99614	1.03951	0.99678	337.02982	1.63820	43154476	90.46453068	47703200
EXP992231	ZNF14	READS992462,READS992463	MICHELLE_0314/Sample_13662_ZNF14_ChIP2_IGO_10521_B_35/13662_ZNF14_ChIP2_IGO_10521_B_35_S3_R1_001.fastq.gz,MICHELLE_0314/Sample_13662_ZNF14_ChIP2_IGO_10521_B_35/13662_ZNF14_ChIP2_IGO_10521_B_35_S3_R2_001.fastq.gz	PEAKS992210	129	146	124	149087	195	5.99E-02	1.01E-03	1.48E-03	2.73E-04	0.99751	1.01785	0.99789	506.26622	1.77716	35568972	90.10336525	39475742
EXP992232	ZNF142	READS992464,READS992465	MICHELLE_0314/Sample_13663_ZNF142_ChIP1_IGO_10521_B_97/13663_ZNF142_ChIP1_IGO_10521_B_97_S60_R1_001.fastq.gz,MICHELLE_0314/Sample_13663_ZNF142_ChIP1_IGO_10521_B_97/13663_ZNF142_ChIP1_IGO_10521_B_97_S60_R2_001.fastq.gz	PEAKS992211	13823	6030	8083	21261	200	2.54E-02	2.78E-02	5.78E-02	1.23E-02	0.98574	1.21154	0.99163	162.78759	1.69703	49390966	81.75977293	60409862
EXP992233	ZNF142	READS992466,READS992467	MICHELLE_0314/Sample_13663_ZNF142_ChIP2_IGO_10521_B_43/13663_ZNF142_ChIP2_IGO_10521_B_43_S121_R1_001.fastq.gz,MICHELLE_0314/Sample_13663_ZNF142_ChIP2_IGO_10521_B_43/13663_ZNF142_ChIP2_IGO_10521_B_43_S121_R2_001.fastq.gz	PEAKS992212	12618	6604	9274	143150	225	7.56E-02	2.86E-02	6.06E-02	1.40E-02	0.99114	1.22684	0.99321	178.66078	1.72854	36342116	86.82785795	41855364
EXP992234	ZNF160	READS992468,READS992469	MICHELLE_0314/Sample_13664_ZNF160_ChIP1_IGO_10521_B_105/13664_ZNF160_ChIP1_IGO_10521_B_105_S54_R1_001.fastq.gz,MICHELLE_0314/Sample_13664_ZNF160_ChIP1_IGO_10521_B_105/13664_ZNF160_ChIP1_IGO_10521_B_105_S54_R2_001.fastq.gz	PEAKS992213	25	1	13	25290	165	1.02E-02	9.38E-07	2.81E-03	6.62E-06	0.99725	1.00597	0.99758	429.21131	1.11952	47390466	87.18734977	54354750
EXP992235	ZNF160	READS992470,READS992471	MICHELLE_0314/Sample_13664_ZNF160_ChIP2_IGO_10521_B_51/13664_ZNF160_ChIP2_IGO_10521_B_51_S43_R1_001.fastq.gz,MICHELLE_0314/Sample_13664_ZNF160_ChIP2_IGO_10521_B_51/13664_ZNF160_ChIP2_IGO_10521_B_51_S43_R2_001.fastq.gz	PEAKS992214	24	2	3	24	145	1.47E-05	1.96E-06	2.35E-04	7.57E-07	0.99645	1.00560	0.99676	317.34686	1.09055	66422976	85.15470514	78002708
EXP992236	ZNF20	READS992472,READS992473	MICHELLE_0314/Sample_13665_ZNF20_ChIP1_IGO_10521_B_113/13665_ZNF20_ChIP1_IGO_10521_B_113_S169_R1_001.fastq.gz,MICHELLE_0314/Sample_13665_ZNF20_ChIP1_IGO_10521_B_113/13665_ZNF20_ChIP1_IGO_10521_B_113_S169_R2_001.fastq.gz	PEAKS992215	4121	2375	2364	36388	230	2.04E-02	5.17E-03	9.62E-03	1.54E-03	0.99665	1.02865	0.99700	350.30653	1.88106	45262730	88.82832032	50955292
EXP992237	ZNF20	READS992474,READS992475	MICHELLE_0314/Sample_13665_ZNF20_ChIP2_IGO_10521_B_59/13665_ZNF20_ChIP2_IGO_10521_B_59_S128_R1_001.fastq.gz,MICHELLE_0314/Sample_13665_ZNF20_ChIP2_IGO_10521_B_59/13665_ZNF20_ChIP2_IGO_10521_B_59_S128_R2_001.fastq.gz	PEAKS992216	466	382	419	96848	170	4.12E-02	1.00E-03	1.72E-03	3.66E-04	0.99752	1.01242	0.99779	471.47279	1.74728	38983274	88.20371854	44196860
EXP992238	ZNF207	READS992476,READS992477	MICHELLE_0314/Sample_13666_ZNF207_ChIP1_IGO_10521_B_120/13666_ZNF207_ChIP1_IGO_10521_B_120_S171_R1_001.fastq.gz,MICHELLE_0314/Sample_13666_ZNF207_ChIP1_IGO_10521_B_120/13666_ZNF207_ChIP1_IGO_10521_B_120_S171_R2_001.fastq.gz	PEAKS992217	12454	27	6220	42929	240	2.01E-02	4.53E-05	3.27E-02	6.20E-03	0.99716	1.01405	0.99739	394.89081	1.11479	41378966	90.21846102	45865298
EXP992239	ZNF207	READS992478,READS992479	MICHELLE_0314/Sample_13666_ZNF207_ChIP2_IGO_10521_B_67/13666_ZNF207_ChIP2_IGO_10521_B_67_S131_R1_001.fastq.gz,MICHELLE_0314/Sample_13666_ZNF207_ChIP2_IGO_10521_B_67/13666_ZNF207_ChIP2_IGO_10521_B_67_S131_R2_001.fastq.gz	PEAKS992218	142	132	142	98391	170	4.02E-02	7.11E-04	1.78E-03	2.27E-04	0.99721	1.01453	0.99772	463.81882	1.42941	39933240	89.90959382	44414882
EXP992240	CONTROL	READS992480,READS992481	MICHELLE_0314/Sample_13668_ZNF215_INPUT1_IGO_10521_B_147/13668_ZNF215_INPUT1_IGO_10521_B_147_S9_R1_001.fastq.gz,MICHELLE_0314/Sample_13668_ZNF215_INPUT1_IGO_10521_B_147/13668_ZNF215_INPUT1_IGO_10521_B_147_S9_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	220	NA	NA	NA	NA	0.99727	1.00315	0.99755	417.36945	1.05870	47780120	91.37795506	52288454
EXP992241	ZNF226	READS992482,READS992483	MICHELLE_0314/Sample_13669_ZNF226_ChIP1_IGO_10521_B_128/13669_ZNF226_ChIP1_IGO_10521_B_128_S113_R1_001.fastq.gz,MICHELLE_0314/Sample_13669_ZNF226_ChIP1_IGO_10521_B_128/13669_ZNF226_ChIP1_IGO_10521_B_128_S113_R2_001.fastq.gz	PEAKS992219	776	317	553	90869	210	3.91E-02	5.37E-04	1.61E-03	3.07E-04	0.99756	1.00870	0.99787	491.92291	1.27190	38254622	89.01471062	42975618
EXP992242	ZNF226	READS992484,READS992485	MICHELLE_0314/Sample_13669_ZNF226_ChIP2_IGO_10521_B_75/13669_ZNF226_ChIP2_IGO_10521_B_75_S16_R1_001.fastq.gz,MICHELLE_0314/Sample_13669_ZNF226_ChIP2_IGO_10521_B_75/13669_ZNF226_ChIP2_IGO_10521_B_75_S16_R2_001.fastq.gz	PEAKS992220	16	0	0	66708	165	2.80E-02	0.00E+00	2.31E-04	0.00E+00	0.99773	1.00626	0.99803	529.31057	1.19523	38275806	88.75762442	43123964
EXP992243	ZNF229	READS992486,READS992487	MICHELLE_0314/Sample_13670_ZNF229_ChIP1_IGO_10521_B_135/13670_ZNF229_ChIP1_IGO_10521_B_135_S177_R1_001.fastq.gz,MICHELLE_0314/Sample_13670_ZNF229_ChIP1_IGO_10521_B_135/13670_ZNF229_ChIP1_IGO_10521_B_135_S177_R2_001.fastq.gz	PEAKS992221	25	0	5	22747	155	9.65E-03	0.00E+00	2.86E-04	8.94E-07	0.99736	1.00563	0.99763	437.45071	0.95367	44013378	89.21988279	49331356
EXP992244	ZNF229	READS992488,READS992489	MICHELLE_0314/Sample_13670_ZNF229_ChIP2_IGO_10521_B_83/13670_ZNF229_ChIP2_IGO_10521_B_83_S138_R1_001.fastq.gz,MICHELLE_0314/Sample_13670_ZNF229_ChIP2_IGO_10521_B_83/13670_ZNF229_ChIP2_IGO_10521_B_83_S138_R2_001.fastq.gz	PEAKS992222	54	12	29	16921	275	6.94E-03	1.47E-05	4.65E-04	1.15E-05	0.99686	1.00484	0.99742	402.67810	1.02203	48068664	89.46997533	53726028
EXP992245	ZNF230	READS992490,READS992491	MICHELLE_0314/Sample_13671_ZNF230_ChIP1_IGO_10521_B_142/13671_ZNF230_ChIP1_IGO_10521_B_142_S152_R1_001.fastq.gz,MICHELLE_0314/Sample_13671_ZNF230_ChIP1_IGO_10521_B_142/13671_ZNF230_ChIP1_IGO_10521_B_142_S152_R2_001.fastq.gz	PEAKS992223	112	96	126	52092	170	2.14E-02	1.13E-04	5.17E-04	6.20E-05	0.99733	1.00720	0.99767	448.06003	1.17484	43031192	88.96082004	48370948
EXP992246	ZNF230	READS992492,READS992493	MICHELLE_0314/Sample_13671_ZNF230_ChIP2_IGO_10521_B_91/13671_ZNF230_ChIP2_IGO_10521_B_91_S180_R1_001.fastq.gz,MICHELLE_0314/Sample_13671_ZNF230_ChIP2_IGO_10521_B_91/13671_ZNF230_ChIP2_IGO_10521_B_91_S180_R2_001.fastq.gz	PEAKS992224	5608	3648	3019	72181	265	3.58E-02	7.61E-03	1.18E-02	1.86E-03	0.99667	1.03261	0.99696	344.94664	2.55896	44326000	89.39085475	49586728
EXP992247	ZNF233	READS992494,READS992495	MICHELLE_0314/Sample_13672_ZNF233_ChIP1_IGO_10521_B_149/13672_ZNF233_ChIP1_IGO_10521_B_149_S21_R1_001.fastq.gz,MICHELLE_0314/Sample_13672_ZNF233_ChIP1_IGO_10521_B_149/13672_ZNF233_ChIP1_IGO_10521_B_149_S21_R2_001.fastq.gz	PEAKS992225	571	430	598	104154	160	4.28E-02	4.75E-04	8.52E-04	2.67E-04	0.99745	1.00865	0.99774	459.46169	1.31254	42358512	86.45112287	48997064
EXP992248	ZNF233	READS992496,READS992497	MICHELLE_0314/Sample_13672_ZNF233_ChIP2_IGO_10521_B_2/13672_ZNF233_ChIP2_IGO_10521_B_2_S87_R1_001.fastq.gz,MICHELLE_0314/Sample_13672_ZNF233_ChIP2_IGO_10521_B_2/13672_ZNF233_ChIP2_IGO_10521_B_2_S87_R2_001.fastq.gz	PEAKS992226	112	8	65	84947	150	3.47E-02	1.23E-05	3.57E-04	2.29E-05	0.99766	1.00554	0.99795	506.01492	1.01114	38565942	89.54510249	43068734
EXP992249	ZNF234	READS992498,READS992499	MICHELLE_0314/Sample_13673_ZNF234_ChIP1_IGO_10521_B_156/13673_ZNF234_ChIP1_IGO_10521_B_156_S34_R1_001.fastq.gz,MICHELLE_0314/Sample_13673_ZNF234_ChIP1_IGO_10521_B_156/13673_ZNF234_ChIP1_IGO_10521_B_156_S34_R2_001.fastq.gz	PEAKS992227	136	50	110	20672	160	8.85E-03	5.63E-05	4.71E-04	4.88E-05	0.99734	1.00574	0.99766	443.31339	1.06516	43761812	90.08066826	48580692
EXP992250	ZNF234	READS992500,READS992501	MICHELLE_0314/Sample_13673_ZNF234_ChIP2_IGO_10521_B_10/13673_ZNF234_ChIP2_IGO_10521_B_10_S80_R1_001.fastq.gz,MICHELLE_0314/Sample_13673_ZNF234_ChIP2_IGO_10521_B_10/13673_ZNF234_ChIP2_IGO_10521_B_10_S80_R2_001.fastq.gz	PEAKS992228	279	90	220	40844	170	1.75E-02	1.16E-04	5.35E-04	1.02E-04	0.99750	1.00586	0.99783	479.80954	1.09826	41372154	90.24679479	45843350
EXP992251	ZNF251	READS992502,READS992503	MICHELLE_0314/Sample_13674_ZNF251_ChIP1_IGO_10521_B_163/13674_ZNF251_ChIP1_IGO_10521_B_163_S158_R1_001.fastq.gz,MICHELLE_0314/Sample_13674_ZNF251_ChIP1_IGO_10521_B_163/13674_ZNF251_ChIP1_IGO_10521_B_163_S158_R2_001.fastq.gz	PEAKS992229	14424	9669	9175	66752	220	4.64E-02	1.73E-02	2.67E-02	5.73E-03	0.99617	1.05304	0.99655	305.85251	2.87135	41667544	88.95533974	46840970
